Unnamed: 0,Price,Body.Type,Fuel.Type,Gearbox.Type,Power.hp,Displacement.l,Torque.lbft,Cylinders,Drivetrain,MPG.City,MPG.Highway,Seats,Doors,Height.in,Length.in,Width.in,Wheelbase.in,Clearance.in,Air.Conditioner,Heater,AntiLock.Braking.System,Central.Locking,Power.Steering,Power.Windows,Anti.Lock.Braking,Brake.Assist,Central.Locking.1,Power.Door.Locks,Child.Safety.Locks,Rear.Seat.Belts,Door.Ajar.Warning,Adjustable.Seats,Crash.Sensor,Engine.Check.Warning,Rear.Camera,Anti.Theft.Device,Touch.Screen,Audio.System.Remote.Control,Speakers.Front...back,Bluetooth.Connectivity,USB...Auxiliary.Input,Adjustable.Steering.Column,Height.Adjustable.Driving.Seat,Digital.Clock,Electric.Folding.Rear.View.Mirror,Automatic.Climate.Control,Low.Fuel.Warning.Light,Parking.Sensors,Bottle.Holder,Seat.Belt.Warning,Vehicle.Stability.Control.System,Engine.Immobilizer,Rear.Reading.Lamp
1011,33590.0,Convertible,Unknown,Automatic,285.0,3.6,260.0,6.0,all,19.0,24.0,5.0,4.0,74.5,188.4,73.8,118.4,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1012,77090.0,Convertible,Unknown,Automatic,470.0,6.4,470.0,6.0,all,13.0,17.0,5.0,4.0,74.5,188.4,73.8,118.4,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1013,62875.0,SUV,Petrol,Automatic,293.0,3.6,257.0,6.0,all,19.0,26.0,5.0,4.0,70.9,193.5,77.5,116.7,10.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1014,60300.0,SUV,Petrol,Automatic,293.0,3.6,257.0,6.0,all,19.0,26.0,5.0,4.0,70.9,193.5,77.5,116.7,10.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1028,32950.0,SUV,Petrol,Automatic,184.0,2.0,221.0,4.0,front,23.0,30.0,7.0,4.0,66.3,185.1,72.4,109.8,7.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1049,27680.0,SUV,Petrol,Automatic,184.0,2.0,221.0,4.0,all,22.0,29.0,5.0,4.0,66.3,185.1,72.4,109.8,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1074,45090.0,Hatchback,Petrol,Automatic,315.0,2.0,280.0,4.0,all,20.0,28.0,5.0,4.0,57.7,168.9,70.4,103.5,4.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1081,72900.0,SUV,Petrol,Automatic,325.0,2.0,332.0,6.0,all,22.0,29.0,5.0,4.0,65.6,190.8,77.9,114.2,7.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1082,130120.0,Coupe,Petrol,Automatic,490.0,3.0,442.0,6.0,rear,16.0,24.0,4.0,2.0,53.3,192.2,72.7,115.8,3.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1086,81800.0,SUV,Petrol,Automatic,345.0,3.0,369.0,6.0,all,16.0,22.0,5.0,4.0,66.1,197.0,77.5,118.3,8.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1090,240000.0,Convertible,Petrol,Automatic,621.0,3.0,538.0,6.0,rear,15.0,25.0,2.0,2.0,48.2,185.0,77.4,106.3,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1091,101390.0,Sedan,Unknown,Automatic,424.0,3.0,428.0,6.0,all,16.0,24.0,5.0,4.0,57.5,195.7,76.6,118.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1092,98890.0,Sedan,Unknown,Automatic,424.0,3.0,428.0,6.0,rear,18.0,25.0,5.0,4.0,57.5,195.7,76.6,118.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1095,345000.0,Coupe,Petrol,Automatic,621.0,4.0,398.0,8.0,all,16.0,24.0,4.0,2.0,75.4,193.3,53.3,115.8,3.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1096,72900.0,SUV,Petrol,Automatic,325.0,2.0,332.0,6.0,all,22.0,29.0,5.0,4.0,65.6,190.8,77.9,114.2,7.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1098,151500.0,Sedan,Petrol,Automatic,580.0,3.0,538.0,8.0,rear,13.0,20.0,5.0,4.0,58.3,207.2,76.7,124.8,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1100,212000.0,Coupe,Petrol,Manual,621.0,3.0,538.0,6.0,rear,15.0,25.0,2.0,2.0,48.2,185.0,77.4,106.3,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1123,82300.0,Sedan,Petrol,Automatic,345.0,3.0,369.0,6.0,rear,17.0,25.0,5.0,4.0,57.5,195.7,76.6,118.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1142,33890.0,Sedan,Petrol,CVT,182.0,2.5,176.0,4.0,all,23.0,31.0,5.0,4.0,59.1,190.6,72.4,108.3,5.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1143,31095.0,Coupe,Petrol,Manual,228.0,2.4,184.0,6.0,rear,20.0,27.0,4.0,2.0,51.6,166.7,69.9,101.4,5.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1144,33490.0,SUV,Petrol,CVT,182.0,2.5,176.0,4.0,all,26.0,32.0,5.0,4.0,66.4,191.1,73.0,108.1,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1145,26695.0,Sedan,Petrol,CVT,182.0,2.5,176.0,4.0,all,27.0,35.0,5.0,4.0,59.1,190.6,72.4,108.3,5.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1146,32950.0,Sedan,Petrol,CVT,182.0,2.5,176.0,4.0,all,27.0,35.0,5.0,4.0,59.1,190.6,72.4,108.3,5.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1149,41295.0,SUV,Petrol,CVT,260.0,2.4,277.0,4.0,all,20.0,26.0,7.0,5.0,71.6,196.8,76.0,113.8,8.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1152,33090.0,Sedan,Petrol,Manual,268.0,2.0,258.0,4.0,all,21.0,27.0,5.0,4.0,58.1,180.9,70.7,104.3,4.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1153,42390.0,Sedan,Petrol,CVT,271.0,2.4,258.0,4.0,all,19.0,25.0,5.0,4.0,57.8,183.8,71.9,105.2,5.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1154,42390.0,Sedan,Petrol,CVT,271.0,2.4,258.0,4.0,all,19.0,25.0,5.0,4.0,57.8,183.8,71.9,105.2,5.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1155,38740.0,Sedan,Petrol,CVT,271.0,2.4,258.0,4.0,all,19.0,25.0,5.0,4.0,57.8,183.8,71.9,105.2,5.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1156,34150.0,Sedan,Petrol,CVT,271.0,2.4,258.0,4.0,all,19.0,25.0,5.0,4.0,57.8,183.8,71.9,105.2,5.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1157,29495.0,SUV,Petrol,CVT,182.0,2.5,176.0,4.0,all,27.0,34.0,5.0,4.0,63.6,176.5,71.0,104.9,8.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1159,37695.0,Sedan,Petrol,CVT,260.0,2.4,277.0,4.0,all,24.0,32.0,5.0,4.0,59.1,190.6,72.4,108.3,5.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1163,39940.0,SUV,Petrol,CVT,260.0,2.4,277.0,4.0,all,23.0,30.0,5.0,4.0,66.4,191.3,73.0,108.1,8.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1165,42290.0,SUV,Petrol,CVT,260.0,2.4,277.0,4.0,all,23.0,30.0,5.0,4.0,66.4,191.3,73.0,108.1,8.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1166,37990.0,SUV,Petrol,CVT,260.0,2.4,277.0,4.0,all,23.0,30.0,5.0,4.0,66.4,191.3,73.0,108.1,8.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1168,20290.0,Hatchback,Petrol,Manual,152.0,2.0,145.0,4.0,all,24.0,31.0,5.0,4.0,57.3,176.2,70.0,105.1,5.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1169,19290.0,Hatchback,Petrol,Manual,152.0,2.0,145.0,4.0,all,24.0,31.0,5.0,4.0,57.3,176.2,70.0,105.1,5.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1170,48190.0,SUV,Petrol,CVT,260.0,2.4,277.0,4.0,all,20.0,26.0,7.0,5.0,71.6,196.8,76.0,113.8,8.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1171,46295.0,SUV,Petrol,CVT,260.0,2.4,277.0,4.0,all,20.0,26.0,8.0,5.0,71.6,196.8,76.0,113.8,8.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1172,33890.0,SUV,Petrol,CVT,260.0,2.4,277.0,4.0,all,21.0,27.0,8.0,5.0,71.6,196.8,76.0,113.8,8.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1177,30690.0,SUV,Petrol,CVT,182.0,2.5,176.0,4.0,all,26.0,33.0,5.0,4.0,66.4,191.3,73.0,108.1,8.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1185,28290.0,SUV,Petrol,CVT,182.0,2.5,176.0,4.0,all,27.0,34.0,5.0,4.0,63.6,176.5,71.0,104.9,8.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1189,28390.0,SUV,Petrol,CVT,182.0,2.5,176.0,4.0,all,26.0,33.0,5.0,4.0,66.4,191.3,73.0,108.1,8.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1190,26940.0,SUV,Petrol,CVT,182.0,2.5,176.0,4.0,all,26.0,33.0,5.0,4.0,66.4,191.3,73.0,108.1,8.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1191,24795.0,SUV,Petrol,CVT,152.0,2.0,145.0,4.0,all,28.0,33.0,5.0,4.0,63.6,175.8,71.0,104.9,8.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1193,24940.0,SUV,Petrol,CVT,152.0,2.0,145.0,4.0,all,28.0,33.0,5.0,4.0,63.6,175.8,71.0,104.9,8.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1206,90000.0,SUV,Petrol,Automatic,710.0,6.2,640.0,8.0,all,12.0,17.0,6.0,4.0,69.8,200.8,76.4,119.8,8.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1209,49790.0,SUV,Unknown,Automatic,293.0,5.7,390.0,6.0,rear,14.0,22.0,7.0,4.0,70.1,200.8,75.8,119.8,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1210,36800.0,SUV,Petrol,Manual,375.0,5.7,410.0,8.0,rear,15.0,23.0,4.0,2.0,57.7,197.9,75.7,116.2,5.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1211,39745.0,Sedan,Petrol,Automatic,370.0,5.7,395.0,8.0,rear,16.0,25.0,5.0,4.0,57.8,198.4,75.0,120.0,5.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1212,41590.0,SUV,Petrol,Automatic,295.0,3.6,260.0,6.0,all,18.0,25.0,7.0,4.0,72.9,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1213,40500.0,Sedan,Petrol,Automatic,370.0,5.7,395.0,8.0,rear,16.0,25.0,5.0,4.0,57.8,198.4,75.0,120.0,5.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1214,38270.0,Sedan,Petrol,Automatic,300.0,3.6,264.0,6.0,all,18.0,27.0,5.0,4.0,58.5,198.4,75.0,120.0,5.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1215,35270.0,Sedan,Petrol,Automatic,300.0,3.6,264.0,6.0,rear,19.0,30.0,5.0,4.0,57.8,198.4,75.0,120.0,5.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1221,41070.0,SUV,Petrol,Automatic,295.0,3.6,260.0,6.0,all,18.0,25.0,5.0,4.0,72.9,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1222,38470.0,SUV,Petrol,Automatic,295.0,3.6,260.0,6.0,rear,19.0,26.0,5.0,4.0,70.1,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1223,47620.0,SUV,Petrol,Automatic,360.0,5.7,390.0,8.0,rear,19.0,22.0,7.0,4.0,70.1,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1224,50220.0,SUV,Petrol,Automatic,360.0,5.7,390.0,8.0,all,14.0,22.0,7.0,4.0,70.1,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1225,47620.0,SUV,Petrol,Automatic,360.0,5.7,390.0,8.0,rear,19.0,22.0,7.0,4.0,70.1,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1229,52420.0,SUV,Petrol,Automatic,295.0,3.6,260.0,6.0,all,18.0,25.0,6.0,4.0,72.9,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1230,49820.0,SUV,Petrol,Automatic,295.0,3.6,260.0,6.0,rear,19.0,26.0,6.0,4.0,70.1,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1232,66270.0,SUV,Petrol,Automatic,475.0,6.4,470.0,8.0,all,13.0,19.0,6.0,4.0,70.5,200.1,75.7,119.8,8.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1237,39590.0,SUV,Petrol,Automatic,295.0,3.6,260.0,6.0,rear,19.0,26.0,5.0,4.0,70.1,200.8,75.8,119.8,8.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
