Unnamed: 0,Price,Body.Type,Fuel.Type,Gearbox.Type,Power.hp,Displacement.l,Torque.lbft,Cylinders,Drivetrain,MPG.City,MPG.Highway,Seats,Doors,Height.in,Length.in,Width.in,Wheelbase.in,Clearance.in,Air.Conditioner,Heater,AntiLock.Braking.System,Central.Locking,Power.Steering,Power.Windows,Anti.Lock.Braking,Brake.Assist,Central.Locking.1,Power.Door.Locks,Child.Safety.Locks,Rear.Seat.Belts,Door.Ajar.Warning,Adjustable.Seats,Crash.Sensor,Engine.Check.Warning,Rear.Camera,Anti.Theft.Device,Touch.Screen,Audio.System.Remote.Control,Speakers.Front...back,Bluetooth.Connectivity,USB...Auxiliary.Input,Adjustable.Steering.Column,Height.Adjustable.Driving.Seat,Digital.Clock,Electric.Folding.Rear.View.Mirror,Automatic.Climate.Control,Low.Fuel.Warning.Light,Parking.Sensors,Bottle.Holder,Seat.Belt.Warning,Vehicle.Stability.Control.System,Engine.Immobilizer,Rear.Reading.Lamp
446,40500.0,Sedan,Unknown,Automatic,201.0,2.0,221.0,4.0,all,27.0,35.0,5.0,4.0,56.2,176.9,74.5,103.5,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
447,50300.0,SUV,Unknown,Automatic,261.0,2.0,273.0,6.0,all,22.0,29.0,5.0,4.0,65.4,184.6,74.5,111.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
448,50300.0,SUV,Unknown,Automatic,261.0,2.0,273.0,6.0,all,22.0,29.0,5.0,4.0,65.4,184.6,74.5,111.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
452,59200.0,SUV,Unknown,Automatic,349.0,3.0,369.0,6.0,all,19.0,24.0,5.0,4.0,65.4,184.6,74.5,111.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
453,59200.0,SUV,Unknown,Automatic,349.0,3.0,369.0,6.0,all,19.0,24.0,5.0,4.0,65.4,184.6,74.5,111.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
454,94500.0,SUV,Unknown,Automatic,500.0,4.0,568.0,6.0,all,14.0,20.0,5.0,4.0,67.2,196.6,78.5,117.9,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
460,74800.0,SUV,Petrol,Automatic,444.0,2.9,443.0,6.0,all,18.0,28.0,6.0,4.0,56.9,195.0,74.3,115.3,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
473,94500.0,SUV,Petrol,Automatic,500.0,4.0,568.0,6.0,all,15.0,21.0,5.0,4.0,67.2,196.6,78.5,117.9,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
475,86500.0,SUV,Petrol,Automatic,500.0,4.0,568.0,8.0,all,15.0,21.0,7.0,4.0,68.5,199.6,77.6,117.9,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
476,50300.0,SUV,Petrol,Automatic,349.0,3.0,369.0,6.0,all,19.0,24.0,5.0,4.0,65.5,184.6,74.5,111.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
477,54920.0,SUV,Petrol,Automatic,349.0,3.0,369.0,6.0,all,19.0,24.0,5.0,4.0,65.5,184.3,74.5,111.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
484,46200.0,Truck,Petrol,Automatic,401.0,6.6,464.0,8.0,rear,15.0,20.0,6.0,4.0,79.94,235.5,81.75,141.55,10.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
487,86990.0,SUV,Petrol,Automatic,420.0,6.2,460.0,8.0,all,14.0,29.0,7.0,5.0,75.7,225.7,81.1,134.1,7.51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
490,70090.0,Truck,Petrol,Automatic,305.0,3.0,495.0,6.0,all,14.0,17.0,5.0,4.0,78.4,232.9,81.2,147.5,10.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
505,112800.0,Convertible,Petrol,Automatic,670.0,5.5,460.0,6.0,rear,15.0,20.0,2.0,2.0,48.6,184.58,79.71,107.18,5.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
508,40500.0,Truck,Petrol,Automatic,401.0,6.6,464.0,8.0,rear,15.0,20.0,3.0,2.0,79.94,235.5,81.75,141.55,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
509,24400.0,Sedan,Petrol,CVT,160.0,1.5,184.0,4.0,front,29.0,36.0,5.0,4.0,57.9,194.2,73.0,111.4,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
515,25800.0,Coupe,Petrol,Manual,275.0,2.0,295.0,4.0,rear,19.0,29.0,4.0,2.0,53.1,188.3,74.7,110.7,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
541,36475.0,Van,Unknown,Automatic,162.0,2.0,144.0,6.0,front,24.0,28.0,6.0,4.0,71.6,190.0,72.2,120.6,5.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
551,55905.0,SUV,Petrol,Automatic,375.0,3.5,470.0,6.0,rear,17.0,23.0,5.0,4.0,76.4,221.9,79.9,131.6,9.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
552,79620.0,SUV,Petrol,Automatic,400.0,3.5,480.0,6.0,rear,17.0,23.0,8.0,5.0,76.6,210.0,79.9,122.5,9.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
553,77170.0,SUV,Petrol,Automatic,375.0,3.5,470.0,6.0,rear,17.0,23.0,7.0,4.0,76.6,210.0,79.9,122.5,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
554,67115.0,SUV,Petrol,Automatic,270.0,2.3,310.0,6.0,rear,19.0,18.0,5.0,4.0,70.7,210.0,77.8,126.8,9.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
565,36590.0,SUV,Petrol,Automatic,250.0,2.0,280.0,6.0,all,21.0,26.0,5.0,4.0,71.4,172.7,74.3,105.1,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
572,68380.0,SUV,Petrol,Automatic,375.0,3.5,470.0,6.0,rear,17.0,23.0,7.0,4.0,76.6,210.0,79.9,122.5,9.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
573,70705.0,SUV,Petrol,Automatic,375.0,3.5,470.0,6.0,rear,17.0,23.0,7.0,4.0,76.6,210.0,79.9,122.5,9.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
576,58500.0,Truck,Petrol,Automatic,385.0,7.3,430.0,4.0,rear,22.0,27.0,5.0,4.0,77.8,254.4,96.0,164.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
584,58830.0,SUV,Petrol,Automatic,375.0,3.5,470.0,6.0,rear,17.0,23.0,5.0,4.0,76.4,221.9,79.9,131.6,9.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
587,44560.0,Truck,Diesel,Automatic,385.0,6.2,430.0,8.0,rear,22.0,27.0,4.0,2.0,78.1,231.8,96.0,142.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
594,34005.0,Truck,Petrol,Automatic,250.0,2.0,277.0,4.0,all,29.0,22.0,5.0,4.0,68.7,199.7,72.6,121.1,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
595,52870.0,SUV,Petrol,Automatic,318.0,3.3,322.0,6.0,rear,25.0,26.0,6.0,4.0,70.2,198.8,78.9,119.1,7.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
600,30500.0,Truck,Petrol,Automatic,250.0,2.0,277.0,4.0,all,22.0,29.0,5.0,4.0,68.7,199.7,72.6,121.1,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
605,71250.0,Wagon,Petrol,Automatic,362.0,3.0,369.0,6.0,all,21.0,28.0,7.0,4.0,58.9,194.8,73.7,115.7,5.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
611,97450.0,Hatchback,Unknown,Automatic,416.0,2.0,370.0,4.0,all,26.0,28.0,5.0,4.0,56.0,178.0,80.0,109.0,7.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
645,77300.0,Coupe,Petrol,Automatic,429.0,3.0,384.0,6.0,all,21.0,27.0,4.0,2.0,56.2,190.6,73.2,113.1,4.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
646,77600.0,Coupe,Petrol,Automatic,429.0,3.0,384.0,6.0,all,21.0,28.0,4.0,2.0,56.2,190.6,73.2,113.1,4.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
649,82100.0,Coupe,Petrol,Automatic,429.0,3.0,384.0,6.0,all,21.0,28.0,4.0,2.0,56.2,190.6,73.2,113.1,4.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
650,89050.0,Convertible,Petrol,Automatic,429.0,3.0,384.0,6.0,all,21.0,27.0,4.0,2.0,56.2,190.6,73.2,113.1,4.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
659,69750.0,Coupe,Petrol,Automatic,362.0,3.0,369.0,6.0,rear,22.0,29.0,4.0,2.0,56.3,190.0,73.2,113.1,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
661,97000.0,Hatchback,Petrol,Automatic,325.0,2.9,331.0,6.0,all,18.0,24.0,4.0,4.0,56.0,198.8,78.2,116.1,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
662,92400.0,Hatchback,Petrol,Automatic,325.0,2.9,331.0,6.0,rear,18.0,24.0,4.0,4.0,56.0,198.8,76.3,116.1,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
663,228900.0,Convertible,Petrol,Automatic,640.0,3.8,590.0,6.0,all,15.0,20.0,4.0,2.0,51.3,178.6,74.9,96.5,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
664,155400.0,Convertible,Petrol,Automatic,473.0,3.0,420.0,6.0,rear,17.0,23.0,4.0,2.0,50.8,178.5,72.9,96.5,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
676,103200.0,SUV,Petrol,Automatic,335.0,3.0,332.0,8.0,all,17.0,22.0,5.0,4.0,65.9,194.0,78.1,114.0,7.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
677,95150.0,SUV,Hybrid,Automatic,335.0,3.0,332.0,8.0,all,17.0,22.0,5.0,4.0,65.9,194.5,78.1,114.0,7.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
678,111700.0,Coupe,Petrol,Automatic,631.0,4.0,627.0,8.0,all,15.0,19.0,4.0,4.0,65.1,194.5,78.1,114.0,8.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
679,188700.0,Coupe,Petrol,Automatic,631.0,4.0,627.0,8.0,all,15.0,19.0,4.0,4.0,65.1,194.5,78.1,114.0,8.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
681,133200.0,SUV,Petrol,Automatic,541.0,4.0,567.0,6.0,all,15.0,19.0,5.0,4.0,65.9,194.0,78.1,114.0,7.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
687,206800.0,Hatchback,Hybrid,Automatic,690.0,4.0,641.0,8.0,all,19.0,23.0,4.0,4.0,56.4,204.7,76.3,122.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
708,171300.0,SUV,Hybrid,Automatic,670.0,4.0,663.0,8.0,all,42.0,42.0,4.0,4.0,65.9,194.0,78.1,114.0,7.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
720,97300.0,SUV,Petrol,Automatic,434.0,2.9,405.0,6.0,all,16.0,22.0,5.0,4.0,66.8,193.7,78.1,114.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
730,75900.0,SUV,Petrol,Automatic,400.0,5.6,413.0,8.0,rear,14.0,20.0,7.0,5.0,75.8,210.2,79.9,121.1,9.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
731,60200.0,Coupe,Petrol,Automatic,400.0,3.0,350.0,6.0,all,19.0,26.0,4.0,2.0,54.9,184.4,72.8,112.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
732,58200.0,Coupe,Petrol,Automatic,400.0,3.0,350.0,6.0,rear,20.0,27.0,4.0,2.0,54.5,184.4,72.8,112.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
733,52300.0,Coupe,Petrol,Automatic,300.0,3.0,295.0,6.0,all,19.0,27.0,4.0,2.0,54.9,184.4,72.8,112.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
734,50300.0,Coupe,Petrol,Automatic,300.0,3.0,295.0,6.0,rear,19.0,28.0,4.0,2.0,54.5,184.4,72.8,112.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
737,43750.0,Coupe,Petrol,Automatic,300.0,3.0,295.0,6.0,all,19.0,27.0,4.0,2.0,54.9,184.4,72.8,112.2,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
738,84850.0,SUV,Petrol,Automatic,400.0,5.6,413.0,8.0,all,13.0,19.0,7.0,5.0,75.8,210.2,79.9,121.1,9.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
739,78000.0,SUV,Petrol,Automatic,400.0,5.6,413.0,8.0,all,13.0,19.0,7.0,5.0,75.8,210.2,79.9,121.1,9.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
740,73700.0,SUV,Petrol,Automatic,400.0,5.6,413.0,8.0,all,13.0,19.0,7.0,5.0,75.8,210.2,79.9,121.1,9.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
741,70600.0,SUV,Petrol,Automatic,400.0,5.6,413.0,8.0,rear,14.0,20.0,7.0,5.0,75.8,210.2,79.9,121.1,9.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
766,50300.0,Coupe,Petrol,Automatic,300.0,3.0,295.0,6.0,rear,19.0,28.0,4.0,2.0,54.5,184.4,72.8,112.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
